teamNum,event,district
6139,PCH District Dalton Event,Peachtree
6341,PCH District Dalton Event,Peachtree
6705,PCH District Dalton Event,Peachtree
6712,PCH District Dalton Event,Peachtree
6714,PCH District Dalton Event,Peachtree
6715,PCH District Dalton Event,Peachtree
6716,PCH District Dalton Event,Peachtree
6842,PCH District Dalton Event,Peachtree
6887,PCH District Dalton Event,Peachtree
6905,PCH District Dalton Event,Peachtree
6944,PCH District Dalton Event,Peachtree
7060,PCH District Dalton Event,Peachtree
7076,PCH District Dalton Event,Peachtree
103,MAR District Hatboro-Horsham Event,Mid-Atlantic
1143,MAR District Hatboro-Horsham Event,Mid-Atlantic
1218,MAR District Hatboro-Horsham Event,Mid-Atlantic
1257,MAR District Hatboro-Horsham Event,Mid-Atlantic
1391,MAR District Hatboro-Horsham Event,Mid-Atlantic
1640,MAR District Hatboro-Horsham Event,Mid-Atlantic
1647,MAR District Hatboro-Horsham Event,Mid-Atlantic
1791,MAR District Hatboro-Horsham Event,Mid-Atlantic
1807,MAR District Hatboro-Horsham Event,Mid-Atlantic
1811,MAR District Hatboro-Horsham Event,Mid-Atlantic
203,MAR District Hatboro-Horsham Event,Mid-Atlantic
219,MAR District Hatboro-Horsham Event,Mid-Atlantic
2458,MAR District Hatboro-Horsham Event,Mid-Atlantic
25,MAR District Hatboro-Horsham Event,Mid-Atlantic
2539,MAR District Hatboro-Horsham Event,Mid-Atlantic
2559,MAR District Hatboro-Horsham Event,Mid-Atlantic
2577,MAR District Hatboro-Horsham Event,Mid-Atlantic
2590,MAR District Hatboro-Horsham Event,Mid-Atlantic
4285,MAR District Hatboro-Horsham Event,Mid-Atlantic
4454,MAR District Hatboro-Horsham Event,Mid-Atlantic
5181,MAR District Hatboro-Horsham Event,Mid-Atlantic
5401,MAR District Hatboro-Horsham Event,Mid-Atlantic
5404,MAR District Hatboro-Horsham Event,Mid-Atlantic
5407,MAR District Hatboro-Horsham Event,Mid-Atlantic
5457,MAR District Hatboro-Horsham Event,Mid-Atlantic
5490,MAR District Hatboro-Horsham Event,Mid-Atlantic
6226,MAR District Hatboro-Horsham Event,Mid-Atlantic
6327,MAR District Hatboro-Horsham Event,Mid-Atlantic
6667,MAR District Hatboro-Horsham Event,Mid-Atlantic
6808,MAR District Hatboro-Horsham Event,Mid-Atlantic
6943,MAR District Hatboro-Horsham Event,Mid-Atlantic
708,MAR District Hatboro-Horsham Event,Mid-Atlantic
816,MAR District Hatboro-Horsham Event,Mid-Atlantic
1089,MAR District Seneca Event,Mid-Atlantic
1228,MAR District Seneca Event,Mid-Atlantic
1370,MAR District Seneca Event,Mid-Atlantic
1391,MAR District Seneca Event,Mid-Atlantic
1640,MAR District Seneca Event,Mid-Atlantic
1647,MAR District Seneca Event,Mid-Atlantic
1712,MAR District Seneca Event,Mid-Atlantic
1791,MAR District Seneca Event,Mid-Atlantic
203,MAR District Seneca Event,Mid-Atlantic
204,MAR District Seneca Event,Mid-Atlantic
2180,MAR District Seneca Event,Mid-Atlantic
2191,MAR District Seneca Event,Mid-Atlantic
223,MAR District Seneca Event,Mid-Atlantic
224,MAR District Seneca Event,Mid-Atlantic
2458,MAR District Seneca Event,Mid-Atlantic
2495,MAR District Seneca Event,Mid-Atlantic
2600,MAR District Seneca Event,Mid-Atlantic
272,MAR District Seneca Event,Mid-Atlantic
2729,MAR District Seneca Event,Mid-Atlantic
3151,MAR District Seneca Event,Mid-Atlantic
316,MAR District Seneca Event,Mid-Atlantic
365,MAR District Seneca Event,Mid-Atlantic
4285,MAR District Seneca Event,Mid-Atlantic
4750,MAR District Seneca Event,Mid-Atlantic
4954,MAR District Seneca Event,Mid-Atlantic
5113,MAR District Seneca Event,Mid-Atlantic
5401,MAR District Seneca Event,Mid-Atlantic
5420,MAR District Seneca Event,Mid-Atlantic
5457,MAR District Seneca Event,Mid-Atlantic
5490,MAR District Seneca Event,Mid-Atlantic
5895,MAR District Seneca Event,Mid-Atlantic
6226,MAR District Seneca Event,Mid-Atlantic
6921,MAR District Seneca Event,Mid-Atlantic
7024,MAR District Seneca Event,Mid-Atlantic
7110,MAR District Seneca Event,Mid-Atlantic
714,MAR District Seneca Event,Mid-Atlantic
816,MAR District Seneca Event,Mid-Atlantic
834,MAR District Seneca Event,Mid-Atlantic
87,MAR District Seneca Event,Mid-Atlantic
102,MAR District Montgomery Event,Mid-Atlantic
11,MAR District Montgomery Event,Mid-Atlantic
1279,MAR District Montgomery Event,Mid-Atlantic
136,MAR District Montgomery Event,Mid-Atlantic
1403,MAR District Montgomery Event,Mid-Atlantic
1626,MAR District Montgomery Event,Mid-Atlantic
1676,MAR District Montgomery Event,Mid-Atlantic
193,MAR District Montgomery Event,Mid-Atlantic
2016,MAR District Montgomery Event,Mid-Atlantic
2070,MAR District Montgomery Event,Mid-Atlantic
222,MAR District Montgomery Event,Mid-Atlantic
225,MAR District Montgomery Event,Mid-Atlantic
25,MAR District Montgomery Event,Mid-Atlantic
293,MAR District Montgomery Event,Mid-Atlantic
3142,MAR District Montgomery Event,Mid-Atlantic
3314,MAR District Montgomery Event,Mid-Atlantic
3340,MAR District Montgomery Event,Mid-Atlantic
341,MAR District Montgomery Event,Mid-Atlantic
3515,MAR District Montgomery Event,Mid-Atlantic
3637,MAR District Montgomery Event,Mid-Atlantic
41,MAR District Montgomery Event,Mid-Atlantic
4281,MAR District Montgomery Event,Mid-Atlantic
4361,MAR District Montgomery Event,Mid-Atlantic
4573,MAR District Montgomery Event,Mid-Atlantic
4575,MAR District Montgomery Event,Mid-Atlantic
4637,MAR District Montgomery Event,Mid-Atlantic
4653,MAR District Montgomery Event,Mid-Atlantic
484,MAR District Montgomery Event,Mid-Atlantic
5310,MAR District Montgomery Event,Mid-Atlantic
5438,MAR District Montgomery Event,Mid-Atlantic
555,MAR District Montgomery Event,Mid-Atlantic
56,MAR District Montgomery Event,Mid-Atlantic
5624,MAR District Montgomery Event,Mid-Atlantic
5666,MAR District Montgomery Event,Mid-Atlantic
5684,MAR District Montgomery Event,Mid-Atlantic
5992,MAR District Montgomery Event,Mid-Atlantic
6327,MAR District Montgomery Event,Mid-Atlantic
6897,MAR District Montgomery Event,Mid-Atlantic
75,MAR District Montgomery Event,Mid-Atlantic
1778,PNW District Auburn Event,Pacific Northwest
1983,PNW District Auburn Event,Pacific Northwest
2046,PNW District Auburn Event,Pacific Northwest
2412,PNW District Auburn Event,Pacific Northwest
2557,PNW District Auburn Event,Pacific Northwest
2605,PNW District Auburn Event,Pacific Northwest
2906,PNW District Auburn Event,Pacific Northwest
2907,PNW District Auburn Event,Pacific Northwest
2927,PNW District Auburn Event,Pacific Northwest
2928,PNW District Auburn Event,Pacific Northwest
2929,PNW District Auburn Event,Pacific Northwest
2942,PNW District Auburn Event,Pacific Northwest
3049,PNW District Auburn Event,Pacific Northwest
3219,PNW District Auburn Event,Pacific Northwest
3237,PNW District Auburn Event,Pacific Northwest
3238,PNW District Auburn Event,Pacific Northwest
3393,PNW District Auburn Event,Pacific Northwest
3574,PNW District Auburn Event,Pacific Northwest
3684,PNW District Auburn Event,Pacific Northwest
3876,PNW District Auburn Event,Pacific Northwest
4060,PNW District Auburn Event,Pacific Northwest
4131,PNW District Auburn Event,Pacific Northwest
4461,PNW District Auburn Event,Pacific Northwest
4469,PNW District Auburn Event,Pacific Northwest
4579,PNW District Auburn Event,Pacific Northwest
488,PNW District Auburn Event,Pacific Northwest
5588,PNW District Auburn Event,Pacific Northwest
568,PNW District Auburn Event,Pacific Northwest
5683,PNW District Auburn Event,Pacific Northwest
5803,PNW District Auburn Event,Pacific Northwest
5937,PNW District Auburn Event,Pacific Northwest
5941,PNW District Auburn Event,Pacific Northwest
6350,PNW District Auburn Event,Pacific Northwest
6503,PNW District Auburn Event,Pacific Northwest
6959,PNW District Auburn Event,Pacific Northwest
948,PNW District Auburn Event,Pacific Northwest
1114,ONT District Ryerson University Event,Ontario
1246,ONT District Ryerson University Event,Ontario
1285,ONT District Ryerson University Event,Ontario
2706,ONT District Ryerson University Event,Ontario
2935,ONT District Ryerson University Event,Ontario
3560,ONT District Ryerson University Event,Ontario
4001,ONT District Ryerson University Event,Ontario
4015,ONT District Ryerson University Event,Ontario
4039,ONT District Ryerson University Event,Ontario
4252,ONT District Ryerson University Event,Ontario
4308,ONT District Ryerson University Event,Ontario
5032,ONT District Ryerson University Event,Ontario
5406,ONT District Ryerson University Event,Ontario
5596,ONT District Ryerson University Event,Ontario
5719,ONT District Ryerson University Event,Ontario
5834,ONT District Ryerson University Event,Ontario
5911,ONT District Ryerson University Event,Ontario
6009,ONT District Ryerson University Event,Ontario
6130,ONT District Ryerson University Event,Ontario
6162,ONT District Ryerson University Event,Ontario
6378,ONT District Ryerson University Event,Ontario
6397,ONT District Ryerson University Event,Ontario
6544,ONT District Ryerson University Event,Ontario
6564,ONT District Ryerson University Event,Ontario
6866,ONT District Ryerson University Event,Ontario
6878,ONT District Ryerson University Event,Ontario
6917,ONT District Ryerson University Event,Ontario
6977,ONT District Ryerson University Event,Ontario
6978,ONT District Ryerson University Event,Ontario
7013,ONT District Ryerson University Event,Ontario
7136,ONT District Ryerson University Event,Ontario
7176,ONT District Ryerson University Event,Ontario
7200,ONT District Ryerson University Event,Ontario
746,ONT District Ryerson University Event,Ontario
854,ONT District Ryerson University Event,Ontario
907,ONT District Ryerson University Event,Ontario
919,ONT District Ryerson University Event,Ontario
1102,PCH District Duluth Event,Peachtree
1261,PCH District Duluth Event,Peachtree
1311,PCH District Duluth Event,Peachtree
1648,PCH District Duluth Event,Peachtree
1771,PCH District Duluth Event,Peachtree
1795,PCH District Duluth Event,Peachtree
3573,PCH District Duluth Event,Peachtree
3694,PCH District Duluth Event,Peachtree
3998,PCH District Duluth Event,Peachtree
4026,PCH District Duluth Event,Peachtree
4080,PCH District Duluth Event,Peachtree
4112,PCH District Duluth Event,Peachtree
4188,PCH District Duluth Event,Peachtree
4189,PCH District Duluth Event,Peachtree
4235,PCH District Duluth Event,Peachtree
4468,PCH District Duluth Event,Peachtree
4509,PCH District Duluth Event,Peachtree
4701,PCH District Duluth Event,Peachtree
5074,PCH District Duluth Event,Peachtree
5109,PCH District Duluth Event,Peachtree
5132,PCH District Duluth Event,Peachtree
5293,PCH District Duluth Event,Peachtree
5332,PCH District Duluth Event,Peachtree
5651,PCH District Duluth Event,Peachtree
5734,PCH District Duluth Event,Peachtree
6177,PCH District Duluth Event,Peachtree
6705,PCH District Duluth Event,Peachtree
6712,PCH District Duluth Event,Peachtree
6750,PCH District Duluth Event,Peachtree
6829,PCH District Duluth Event,Peachtree
6842,PCH District Duluth Event,Peachtree
6905,PCH District Duluth Event,Peachtree
6910,PCH District Duluth Event,Peachtree
6944,PCH District Duluth Event,Peachtree
7076,PCH District Duluth Event,Peachtree
7104,PCH District Duluth Event,Peachtree
7315,PCH District Duluth Event,Peachtree
832,PCH District Duluth Event,Peachtree
1,FIM District Kettering University Event #1,Michigan
1322,FIM District Kettering University Event #1,Michigan
2145,FIM District Kettering University Event #1,Michigan
245,FIM District Kettering University Event #1,Michigan
322,FIM District Kettering University Event #1,Michigan
3535,FIM District Kettering University Event #1,Michigan
3568,FIM District Kettering University Event #1,Michigan
468,FIM District Kettering University Event #1,Michigan
4994,FIM District Kettering University Event #1,Michigan
5067,FIM District Kettering University Event #1,Michigan
5114,FIM District Kettering University Event #1,Michigan
5150,FIM District Kettering University Event #1,Michigan
5166,FIM District Kettering University Event #1,Michigan
5214,FIM District Kettering University Event #1,Michigan
5215,FIM District Kettering University Event #1,Michigan
5224,FIM District Kettering University Event #1,Michigan
5226,FIM District Kettering University Event #1,Michigan
5234,FIM District Kettering University Event #1,Michigan
5251,FIM District Kettering University Event #1,Michigan
5260,FIM District Kettering University Event #1,Michigan
5282,FIM District Kettering University Event #1,Michigan
5517,FIM District Kettering University Event #1,Michigan
5524,FIM District Kettering University Event #1,Michigan
5527,FIM District Kettering University Event #1,Michigan
5561,FIM District Kettering University Event #1,Michigan
5612,FIM District Kettering University Event #1,Michigan
5641,FIM District Kettering University Event #1,Michigan
5660,FIM District Kettering University Event #1,Michigan
5697,FIM District Kettering University Event #1,Michigan
6033,FIM District Kettering University Event #1,Michigan
6081,FIM District Kettering University Event #1,Michigan
6086,FIM District Kettering University Event #1,Michigan
6091,FIM District Kettering University Event #1,Michigan
6610,FIM District Kettering University Event #1,Michigan
6877,FIM District Kettering University Event #1,Michigan
70,FIM District Kettering University Event #1,Michigan
7211,FIM District Kettering University Event #1,Michigan
7223,FIM District Kettering University Event #1,Michigan
894,FIM District Kettering University Event #1,Michigan
141,FIM District Lake Superior State University Event,Michigan
1596,FIM District Lake Superior State University Event,Michigan
2586,FIM District Lake Superior State University Event,Michigan
322,FIM District Lake Superior State University Event,Michigan
3602,FIM District Lake Superior State University Event,Michigan
4375,FIM District Lake Superior State University Event,Michigan
4377,FIM District Lake Superior State University Event,Michigan
4390,FIM District Lake Superior State University Event,Michigan
4391,FIM District Lake Superior State University Event,Michigan
4392,FIM District Lake Superior State University Event,Michigan
4715,FIM District Lake Superior State University Event,Michigan
4827,FIM District Lake Superior State University Event,Michigan
4835,FIM District Lake Superior State University Event,Michigan
4970,FIM District Lake Superior State University Event,Michigan
4988,FIM District Lake Superior State University Event,Michigan
5072,FIM District Lake Superior State University Event,Michigan
5084,FIM District Lake Superior State University Event,Michigan
5175,FIM District Lake Superior State University Event,Michigan
5213,FIM District Lake Superior State University Event,Michigan
5247,FIM District Lake Superior State University Event,Michigan
5251,FIM District Lake Superior State University Event,Michigan
5314,FIM District Lake Superior State University Event,Michigan
5486,FIM District Lake Superior State University Event,Michigan
5562,FIM District Lake Superior State University Event,Michigan
5702,FIM District Lake Superior State University Event,Michigan
5706,FIM District Lake Superior State University Event,Michigan
5709,FIM District Lake Superior State University Event,Michigan
5714,FIM District Lake Superior State University Event,Michigan
5878,FIM District Lake Superior State University Event,Michigan
5989,FIM District Lake Superior State University Event,Michigan
6033,FIM District Lake Superior State University Event,Michigan
6079,FIM District Lake Superior State University Event,Michigan
6113,FIM District Lake Superior State University Event,Michigan
6345,FIM District Lake Superior State University Event,Michigan
6558,FIM District Lake Superior State University Event,Michigan
6569,FIM District Lake Superior State University Event,Michigan
6573,FIM District Lake Superior State University Event,Michigan
6581,FIM District Lake Superior State University Event,Michigan
6599,FIM District Lake Superior State University Event,Michigan
857,FIM District Lake Superior State University Event,Michigan
2619,FIM District Midland Event,Michigan
3770,FIM District Midland Event,Michigan
4382,FIM District Midland Event,Michigan
4819,FIM District Midland Event,Michigan
5156,FIM District Midland Event,Michigan
5166,FIM District Midland Event,Michigan
5193,FIM District Midland Event,Michigan
5203,FIM District Midland Event,Michigan
5216,FIM District Midland Event,Michigan
5222,FIM District Midland Event,Michigan
5224,FIM District Midland Event,Michigan
5229,FIM District Midland Event,Michigan
5257,FIM District Midland Event,Michigan
5424,FIM District Midland Event,Michigan
5447,FIM District Midland Event,Michigan
5504,FIM District Midland Event,Michigan
5509,FIM District Midland Event,Michigan
5538,FIM District Midland Event,Michigan
5603,FIM District Midland Event,Michigan
5661,FIM District Midland Event,Michigan
5712,FIM District Midland Event,Michigan
5982,FIM District Midland Event,Michigan
6020,FIM District Midland Event,Michigan
6067,FIM District Midland Event,Michigan
6071,FIM District Midland Event,Michigan
6073,FIM District Midland Event,Michigan
6093,FIM District Midland Event,Michigan
6193,FIM District Midland Event,Michigan
6493,FIM District Midland Event,Michigan
6533,FIM District Midland Event,Michigan
6552,FIM District Midland Event,Michigan
6559,FIM District Midland Event,Michigan
6611,FIM District Midland Event,Michigan
6631,FIM District Midland Event,Michigan
6649,FIM District Midland Event,Michigan
6753,FIM District Midland Event,Michigan
703,FIM District Midland Event,Michigan
7150,FIM District Midland Event,Michigan
7213,FIM District Midland Event,Michigan
94,FIM District Midland Event,Michigan
1701,FIM District Milford Event,Michigan
201,FIM District Milford Event,Michigan
2145,FIM District Milford Event,Michigan
2612,FIM District Milford Event,Michigan
27,FIM District Milford Event,Michigan
2960,FIM District Milford Event,Michigan
308,FIM District Milford Event,Michigan
33,FIM District Milford Event,Michigan
3536,FIM District Milford Event,Michigan
3568,FIM District Milford Event,Michigan
3668,FIM District Milford Event,Michigan
3707,FIM District Milford Event,Michigan
4362,FIM District Milford Event,Michigan
4776,FIM District Milford Event,Michigan
4994,FIM District Milford Event,Michigan
503,FIM District Milford Event,Michigan
51,FIM District Milford Event,Michigan
5215,FIM District Milford Event,Michigan
5460,FIM District Milford Event,Michigan
548,FIM District Milford Event,Michigan
5524,FIM District Milford Event,Michigan
5561,FIM District Milford Event,Michigan
5641,FIM District Milford Event,Michigan
5685,FIM District Milford Event,Michigan
6078,FIM District Milford Event,Michigan
6117,FIM District Milford Event,Michigan
6190,FIM District Milford Event,Michigan
6559,FIM District Milford Event,Michigan
6583,FIM District Milford Event,Michigan
67,FIM District Milford Event,Michigan
7178,FIM District Milford Event,Michigan
7191,FIM District Milford Event,Michigan
7192,FIM District Milford Event,Michigan
7195,FIM District Milford Event,Michigan
7196,FIM District Milford Event,Michigan
7220,FIM District Milford Event,Michigan
7223,FIM District Milford Event,Michigan
7225,FIM District Milford Event,Michigan
7232,FIM District Milford Event,Michigan
7254,FIM District Milford Event,Michigan
1126,Finger Lakes Regional ,Others
120,Finger Lakes Regional ,Others
1405,Finger Lakes Regional ,Others
1450,Finger Lakes Regional ,Others
1507,Finger Lakes Regional ,Others
1511,Finger Lakes Regional ,Others
1518,Finger Lakes Regional ,Others
1551,Finger Lakes Regional ,Others
1559,Finger Lakes Regional ,Others
156,Finger Lakes Regional ,Others
1585,Finger Lakes Regional ,Others
1591,Finger Lakes Regional ,Others
1660,Finger Lakes Regional ,Others
174,Finger Lakes Regional ,Others
191,Finger Lakes Regional ,Others
2228,Finger Lakes Regional ,Others
2340,Finger Lakes Regional ,Others
2544,Finger Lakes Regional ,Others
271,Finger Lakes Regional ,Others
3003,Finger Lakes Regional ,Others
3015,Finger Lakes Regional ,Others
3157,Finger Lakes Regional ,Others
3173,Finger Lakes Regional ,Others
3181,Finger Lakes Regional ,Others
340,Finger Lakes Regional ,Others
3550,Finger Lakes Regional ,Others
378,Finger Lakes Regional ,Others
3799,Finger Lakes Regional ,Others
3838,Finger Lakes Regional ,Others
3951,Finger Lakes Regional ,Others
3986,Finger Lakes Regional ,Others
4023,Finger Lakes Regional ,Others
4093,Finger Lakes Regional ,Others
4361,Finger Lakes Regional ,Mid-Atlantic
4930,Finger Lakes Regional ,Others
5030,Finger Lakes Regional ,Others
5254,Finger Lakes Regional ,Others
533,Finger Lakes Regional ,Others
5590,Finger Lakes Regional ,Others
578,Finger Lakes Regional ,Others
5947,Finger Lakes Regional ,Others
5952,Finger Lakes Regional ,Others
639,Finger Lakes Regional ,Others
6414,Finger Lakes Regional ,Others
6490,Finger Lakes Regional ,Others
6868,Finger Lakes Regional ,Others
6870,Finger Lakes Regional ,Others
6892,Finger Lakes Regional ,Others
7033,Finger Lakes Regional ,Others
7251,Finger Lakes Regional ,Others
1018,IN District Plainfield Event sponsored by Toyota,Indiana
1024,IN District Plainfield Event sponsored by Toyota,Indiana
135,IN District Plainfield Event sponsored by Toyota,Indiana
1646,IN District Plainfield Event sponsored by Toyota,Indiana
1720,IN District Plainfield Event sponsored by Toyota,Indiana
1741,IN District Plainfield Event sponsored by Toyota,Indiana
1747,IN District Plainfield Event sponsored by Toyota,Indiana
2171,IN District Plainfield Event sponsored by Toyota,Indiana
2197,IN District Plainfield Event sponsored by Toyota,Indiana
234,IN District Plainfield Event sponsored by Toyota,Indiana
2771,IN District Plainfield Event sponsored by Toyota,Michigan
2867,IN District Plainfield Event sponsored by Toyota,Indiana
2960,IN District Plainfield Event sponsored by Toyota,Michigan
3180,IN District Plainfield Event sponsored by Toyota,Indiana
3487,IN District Plainfield Event sponsored by Toyota,Indiana
3559,IN District Plainfield Event sponsored by Toyota,Indiana
3936,IN District Plainfield Event sponsored by Toyota,Indiana
3940,IN District Plainfield Event sponsored by Toyota,Indiana
3947,IN District Plainfield Event sponsored by Toyota,Indiana
4008,IN District Plainfield Event sponsored by Toyota,Indiana
4103,IN District Plainfield Event sponsored by Toyota,Indiana
4381,IN District Plainfield Event sponsored by Toyota,Michigan
4485,IN District Plainfield Event sponsored by Toyota,Indiana
4926,IN District Plainfield Event sponsored by Toyota,Indiana
4982,IN District Plainfield Event sponsored by Toyota,Indiana
5010,IN District Plainfield Event sponsored by Toyota,Indiana
5188,IN District Plainfield Event sponsored by Toyota,Indiana
5403,IN District Plainfield Event sponsored by Toyota,Indiana
5944,IN District Plainfield Event sponsored by Toyota,Indiana
6451,IN District Plainfield Event sponsored by Toyota,Indiana
6498,IN District Plainfield Event sponsored by Toyota,Indiana
6721,IN District Plainfield Event sponsored by Toyota,Indiana
6956,IN District Plainfield Event sponsored by Toyota,Indiana
829,IN District Plainfield Event sponsored by Toyota,Indiana
868,IN District Plainfield Event sponsored by Toyota,Indiana
1918,FIM District East Kentwood Event,Michigan
216,FIM District East Kentwood Event,Michigan
244,FIM District East Kentwood Event,Michigan
2474,FIM District East Kentwood Event,Michigan
2767,FIM District East Kentwood Event,Michigan
2771,FIM District East Kentwood Event,Michigan
288,FIM District East Kentwood Event,Michigan
3234,FIM District East Kentwood Event,Michigan
3458,FIM District East Kentwood Event,Michigan
3875,FIM District East Kentwood Event,Michigan
4004,FIM District East Kentwood Event,Michigan
4325,FIM District East Kentwood Event,Michigan
4384,FIM District East Kentwood Event,Michigan
4409,FIM District East Kentwood Event,Michigan
4482,FIM District East Kentwood Event,Michigan
4855,FIM District East Kentwood Event,Michigan
4967,FIM District East Kentwood Event,Michigan
5056,FIM District East Kentwood Event,Michigan
5069,FIM District East Kentwood Event,Michigan
5194,FIM District East Kentwood Event,Michigan
5256,FIM District East Kentwood Event,Michigan
5316,FIM District East Kentwood Event,Michigan
5470,FIM District East Kentwood Event,Michigan
5473,FIM District East Kentwood Event,Michigan
5567,FIM District East Kentwood Event,Michigan
5664,FIM District East Kentwood Event,Michigan
5963,FIM District East Kentwood Event,Michigan
6002,FIM District East Kentwood Event,Michigan
6065,FIM District East Kentwood Event,Michigan
6090,FIM District East Kentwood Event,Michigan
6114,FIM District East Kentwood Event,Michigan
6428,FIM District East Kentwood Event,Michigan
6600,FIM District East Kentwood Event,Michigan
7073,FIM District East Kentwood Event,Michigan
7234,FIM District East Kentwood Event,Michigan
7248,FIM District East Kentwood Event,Michigan
7256,FIM District East Kentwood Event,Michigan
7289,FIM District East Kentwood Event,Michigan
858,FIM District East Kentwood Event,Michigan
904,FIM District East Kentwood Event,Michigan
1261,PCH District Albany Event,Peachtree
1648,PCH District Albany Event,Peachtree
1683,PCH District Albany Event,Peachtree
3329,PCH District Albany Event,Peachtree
3581,PCH District Albany Event,Peachtree
3635,PCH District Albany Event,Peachtree
4026,PCH District Albany Event,Peachtree
4193,PCH District Albany Event,Peachtree
4240,PCH District Albany Event,Peachtree
4468,PCH District Albany Event,Peachtree
4516,PCH District Albany Event,Peachtree
4701,PCH District Albany Event,Peachtree
4730,PCH District Albany Event,Peachtree
4941,PCH District Albany Event,Peachtree
5074,PCH District Albany Event,Peachtree
5632,PCH District Albany Event,Peachtree
5828,PCH District Albany Event,Peachtree
5840,PCH District Albany Event,Peachtree
5848,PCH District Albany Event,Peachtree
6177,PCH District Albany Event,Peachtree
6340,PCH District Albany Event,Peachtree
6341,PCH District Albany Event,Peachtree
6471,PCH District Albany Event,Peachtree
6829,PCH District Albany Event,Peachtree
6919,PCH District Albany Event,Peachtree
7315,PCH District Albany Event,Peachtree
3008,Southern Cross Regional,Others
3132,Southern Cross Regional,Others
4253,Southern Cross Regional,Others
4537,Southern Cross Regional,Others
4613,Southern Cross Regional,Others
4739,Southern Cross Regional,Others
4774,Southern Cross Regional,Others
4802,Southern Cross Regional,Others
4817,Southern Cross Regional,Others
5331,Southern Cross Regional,Others
5593,Southern Cross Regional,Others
5601,Southern Cross Regional,Others
5606,Southern Cross Regional,Others
5983,Southern Cross Regional,Others
5985,Southern Cross Regional,Others
6024,Southern Cross Regional,Others
6083,Southern Cross Regional,Others
6118,Southern Cross Regional,Others
6187,Southern Cross Regional,Others
6191,Southern Cross Regional,Others
6204,Southern Cross Regional,Others
6434,Southern Cross Regional,Others
6447,Southern Cross Regional,Others
6508,Southern Cross Regional,Others
6520,Southern Cross Regional,Others
6579,Southern Cross Regional,Others
6836,Southern Cross Regional,Others
6996,Southern Cross Regional,Others
6998,Southern Cross Regional,Others
7023,Southern Cross Regional,Others
7074,Southern Cross Regional,Others
7078,Southern Cross Regional,Others
7130,Southern Cross Regional,Others
7278,Southern Cross Regional,Others
7279,Southern Cross Regional,Others
7280,Southern Cross Regional,Others
7281,Southern Cross Regional,Others
7282,Southern Cross Regional,Others
7283,Southern Cross Regional,Others
7284,Southern Cross Regional,Others
3158,Monterrey Regional,Others
3354,Monterrey Regional,Others
3472,Monterrey Regional,Others
3478,Monterrey Regional,Others
3510,Monterrey Regional,Others
3522,Monterrey Regional,Others
3526,Monterrey Regional,Others
3527,Monterrey Regional,Others
3794,Monterrey Regional,Others
3933,Monterrey Regional,Others
4010,Monterrey Regional,Others
4401,Monterrey Regional,Others
4584,Monterrey Regional,Others
4635,Monterrey Regional,Others
4731,Monterrey Regional,Others
4746,Monterrey Regional,Others
4775,Monterrey Regional,Others
4782,Monterrey Regional,Others
5133,Monterrey Regional,Others
5344,Monterrey Regional,Others
5696,Monterrey Regional,Others
5716,Monterrey Regional,Others
5874,Monterrey Regional,Others
5887,Monterrey Regional,Others
5932,Monterrey Regional,Others
5948,Monterrey Regional,Others
6010,Monterrey Regional,Others
6017,Monterrey Regional,Others
6106,Monterrey Regional,Others
6156,Monterrey Regional,Others
6170,Monterrey Regional,Others
6200,Monterrey Regional,Others
6218,Monterrey Regional,Others
6319,Monterrey Regional,Others
6348,Monterrey Regional,Others
6407,Monterrey Regional,Others
6483,Monterrey Regional,Others
6507,Monterrey Regional,Others
6605,Monterrey Regional,Others
6647,Monterrey Regional,Others
6652,Monterrey Regional,Others
6666,Monterrey Regional,Others
6676,Monterrey Regional,Others
6694,Monterrey Regional,Others
6820,Monterrey Regional,Others
6965,Monterrey Regional,Others
6983,Monterrey Regional,Others
7102,Monterrey Regional,Others
1,FIM District Waterford Event,Michigan
107,FIM District Waterford Event,Michigan
1076,FIM District Waterford Event,Michigan
1250,FIM District Waterford Event,Michigan
201,FIM District Waterford Event,Michigan
2137,FIM District Waterford Event,Michigan
240,FIM District Waterford Event,Michigan
2851,FIM District Waterford Event,Michigan
313,FIM District Waterford Event,Michigan
3539,FIM District Waterford Event,Michigan
3668,FIM District Waterford Event,Michigan
3770,FIM District Waterford Event,Michigan
4130,FIM District Waterford Event,Michigan
4390,FIM District Waterford Event,Michigan
468,FIM District Waterford Event,Michigan
4779,FIM District Waterford Event,Michigan
4961,FIM District Waterford Event,Michigan
5048,FIM District Waterford Event,Michigan
5053,FIM District Waterford Event,Michigan
5155,FIM District Waterford Event,Michigan
5229,FIM District Waterford Event,Michigan
5263,FIM District Waterford Event,Michigan
5517,FIM District Waterford Event,Michigan
5662,FIM District Waterford Event,Michigan
5674,FIM District Waterford Event,Michigan
5860,FIM District Waterford Event,Michigan
5907,FIM District Waterford Event,Michigan
6019,FIM District Waterford Event,Michigan
6091,FIM District Waterford Event,Michigan
6093,FIM District Waterford Event,Michigan
6117,FIM District Waterford Event,Michigan
6344,FIM District Waterford Event,Michigan
6642,FIM District Waterford Event,Michigan
68,FIM District Waterford Event,Michigan
6877,FIM District Waterford Event,Michigan
703,FIM District Waterford Event,Michigan
7109,FIM District Waterford Event,Michigan
7168,FIM District Waterford Event,Michigan
7220,FIM District Waterford Event,Michigan
